MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,GFCC_1,GFCC_2,GFCC_3,GFCC_4,GFCC_5,GFCC_6,GFCC_7,GFCC_8,GFCC_9,GFCC_10,GFCC_11,GFCC_12,GFCC_13,Label,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17
-463.3860719259503,-6.910734653679416,-67.0567057949331,35.017498186563905,29.597116052517396,25.81738858748313,-23.14795288938074,-15.97604296165922,8.663121553715857,-5.442472625866839,-5.71644268391957,-3.697138243601355,2.803766019388757,-54.10633309424316,5.3032008343356285,-4.425693137462925,6.099769277299492,-1.3122468895895243,-3.9567513796695097,-4.551387645397247,0.4767727451240635,-0.8070147528551098,-2.2798518087743243,-0.6108025707121946,-1.7152566222215273,-1.3877292253053164,1.0,0.0813366675966965,1620934.4376206163,0.0099135618925886,32976.50079680274,0.5257367661494137,1.0237687276995415,4.939417,0.92804974,8.781258583068848,2.5149057,19.097866,4.1158423,0.34690645,12.225079287229818,164.91457516233686,-0.4415124237624168,3.158221471980921
-493.6134979028394,79.77000834232858,6.334840753015781,-15.96623879274205,-32.94578005675397,-25.27835513110544,-27.039437340076447,3.233143320325446,11.44944832530962,5.436940926633357,15.027234022742771,4.054979672806444,-4.308313753683598,-53.43753816583955,15.543976261637054,-1.890699662425483,-4.628888649555992,-3.9701550534236505,-1.3349812269416812,1.0566301899792727,1.7861715487590153,-1.0051111071858334,-1.398156354687275,-0.602749632737781,-2.0894589495677103,0.3926862278922929,1.0,0.1472865104567839,3223925.912767911,0.0097820099205539,37387.03619827692,0.5279628359550539,1.1776364542592184,4.7025476,0.8493662,9.306941032409668,1.9030032,14.37599,3.037017,0.5518924,12.339582826859097,169.32250903593658,-1.56767989667362,3.0218315530618947
-516.4193757066457,19.36292214948705,61.52615581534278,31.382110847333237,4.66418076662868,-7.58166434057517,2.34635960135719,-4.566634154073243,-10.610830682785618,0.7232235099760331,0.8786868080618963,-9.478062788959276,-1.4523076376115207,-57.07049091422858,11.38461405737143,7.031593225583009,0.9909508691459534,-3.474084970421305,-2.464386507627007,-1.0041223614628645,-1.6051169904929,-0.7857080546748493,-1.1320467754323331,-2.0740768107322523,-0.951523293040659,-0.4248714916088958,1.0,0.1445566669926177,7097641.854997825,0.0069768375420306,37311.61881387699,0.5489578935454473,1.2353270580832056,4.8039236,1.1337339,9.580803871154783,2.3988411,17.251152,3.6839695,1.405058,11.248653983755448,138.45630227379567,0.7197861717817903,-0.6670913635584319
-372.0442417834929,20.03024697276322,-5.038571109885513,-4.317824522634069,-56.802048097780194,-9.911329525114924,-11.99542651672708,-2.644142146426225,21.69903494067015,1.893993057170118,-18.701419698463383,8.564143622268276,-5.199192881081803,-45.40400958613859,6.8257521480882035,-4.7550093373007405,-4.8681788854244745,-5.9356065726119,0.7431808931243846,-1.0336761527846827,-0.0179184130035029,-1.8186979538446988,-2.51358595488549,1.0219897572099832,0.2046851431383657,-0.7588821785677421,1.0,0.1032668219027166,655531.4413116712,0.0159631773153834,22219.006245070268,0.5270588210627767,0.9790777650054534,4.455338,0.96800745,8.593814849853516,1.5368993,11.634923,2.4395254,1.0005163,11.771323426519402,153.9703388145226,0.3697026430638656,-0.997756100637599
-567.1169990938082,-5.654255730911533,5.6976220743030455,33.334169667730265,-16.448778433403263,13.379544837910592,-10.336752048573862,-11.14795550369756,1.987887549964354,-2.766518052918219,-6.446829890562859,-4.749048378634366,-3.167383524355637,-61.17785036057043,7.275260585886974,0.3614085269619879,1.3470973739571477,-3.4318780507759525,-0.4814822148299174,-3.0518279176664707,-0.5503400442480791,-0.7137032528617119,-1.601020898310955,0.0185624697764953,-0.1721407900200136,-0.1849493161303806,1.0,0.1241690193398266,1531529.541454575,0.0110651088086752,59982.96625555424,0.4143660747406479,1.0783618435606757,4.868686,1.4386588,8.241549491882324,1.7313106,17.04961,2.8748252,0.671734,12.857639190543402,175.6288565310709,0.0284855867088912,0.4019369144850397
-431.7291238611039,22.79384067270634,33.11770742600937,17.67719883085552,-37.12054298287983,-5.3427580896842946,-36.09386676229605,-11.458032157489228,13.59266046928781,-1.0920291935742954,-16.940096037783334,0.3535057476919957,-1.269496844267619,-50.77851656345947,8.718836743094956,0.6762278892693282,-3.0372154069613706,-6.113197472318069,-1.019370406494133,-1.5029480651292957,1.8088718695175665,-1.4832430341547145,-1.853702933800134,2.035985155028228,1.4890765395119492,0.552722900743778,1.0,0.2321325209091836,8167900.551452185,0.0046350003614486,19003.21806942653,0.3971403984236263,1.354426842005099,4.897989,1.4974811,8.979280471801758,1.6811535,17.232296,2.4337578,0.86416876,13.44901732393984,192.7750617481188,-0.1150633449830559,-0.7149729970727652
-377.3595696740808,17.338742907565535,-17.664431933720106,49.81238752960372,-7.185634003826289,11.238896251767924,-30.456724423402715,-25.222579363348945,2.488180533332553,-1.7921001931094345,-9.474734917765147,-7.666036015328801,-2.6835996002453615,-47.86821593137983,4.93219798674873,-3.0201718688279633,1.993526188276079,-5.707999277055822,-3.865624537966733,-3.9533742992136545,1.2707697563336409,0.8523955918130237,-1.5786293253727657,0.9238173712957214,0.5501647353921474,0.2168845768799518,1.0,0.1633151448124489,7786270.996089985,0.004840565487792,41502.63976807568,0.4007231328810758,1.2600660746314991,5.0703797,1.6180283,8.678120613098145,2.186653,22.227905,3.4825363,1.1703408,12.246564121461432,157.50007809019058,-1.0811431465766952,0.6972086692552497
-526.0520861148375,-12.523221728697331,17.813506558474284,20.57625790550165,-2.7257003810555487,-9.432355635428657,2.126905933201483,-3.5800917937141707,-3.441303526184717,5.1792362876866145,1.7628504252784267,-7.454664158431499,-0.9208542439324556,-58.607599855568026,6.58414104286261,1.3848609109500092,0.1682623927138339,-2.9474090894840463,-1.5751520456518862,-0.5211049322582748,-1.0422652353090036,-0.3358394844947834,-1.0274844519762962,-1.194979359156449,-0.1402287616666573,0.0447791714885725,1.0,0.3360064066065519,1741421.3399539683,0.0143254016232165,16286.719082934069,0.4690345128915953,1.1847132088337426,3.9821403,1.2036419,8.848912239074707,0.85671026,7.427847,1.3209122,0.5776782,11.106522990642288,136.52840099635938,1.274578645898396,2.054690436477098
-333.3878156902514,25.786082101172504,-45.09488429742534,-40.618592237537726,-44.36521646839849,3.92707127230727,-14.003998693848144,16.6514037364929,4.382121627977683,-5.304982246191269,-3.718576735112927,4.182403081845719,2.3860660872951027,-43.49747265195179,4.518343187596385,-10.314580759805605,-5.847598023386483,-2.863478116613192,1.0096176191484223,-1.2463827906750116,0.6053665132066378,-1.512875379541632,0.6962569315710608,1.5447245195129955,0.7145564120894146,1.253680198575628,1.0,13.448935968488843,271560073112.9756,0.0002850337498414,16449.314489931752,0.4938475234767119,2.5812226130473896,4.268978,3.2387216,12.911473274230955,1.1191878,9.157334,1.8056365,2.8769357,12.15292048888147,159.85117694689012,1.7168917492894762,2.5702668178553756
-436.2558219435757,-7.4829565870947565,2.6006757112704695,47.49421328622386,15.047907411266385,16.398085557168365,-4.854394542452111,-17.566612948677996,-4.35366941868025,2.173674570054663,-3.1812639634026363,-8.738368759528822,-2.3675555731315305,-50.785069434689696,6.355503962170912,1.2590149664650518,4.474788264905398,-1.9594554329138116,-2.9005083839861228,-4.113382343149675,-1.4374008162011982,-0.4535263091908622,-2.0830284717986367,-1.623294722482725,-0.7197951193421683,-0.593257370160956,1.0,0.1824458832737548,14519912.6297136,0.0003821041679524,1918.2199751743783,0.3398203732553679,0.8818120509520693,4.404868,4.2140365,7.3028035163879395,1.2241014,14.333497,1.5205674,6.819055,14.109286877279336,207.02875638434517,9.217014601172298,92.69464035645991
