MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,GFCC_1,GFCC_2,GFCC_3,GFCC_4,GFCC_5,GFCC_6,GFCC_7,GFCC_8,GFCC_9,GFCC_10,GFCC_11,GFCC_12,GFCC_13,Label
-463.3860719259503,-6.910734653679416,-67.0567057949331,35.017498186563905,29.597116052517396,25.81738858748313,-23.14795288938074,-15.976042961659221,8.663121553715857,-5.442472625866839,-5.71644268391957,-3.697138243601355,2.803766019388757,-54.10633309424316,5.3032008343356285,-4.425693137462925,6.099769277299492,-1.3122468895895245,-3.9567513796695097,-4.551387645397247,0.47677274512406354,-0.8070147528551098,-2.2798518087743243,-0.6108025707121946,-1.7152566222215273,-1.3877292253053164,1.0
-493.6134979028394,79.77000834232858,6.334840753015781,-15.96623879274205,-32.94578005675397,-25.278355131105442,-27.039437340076447,3.233143320325446,11.449448325309621,5.436940926633357,15.027234022742771,4.054979672806444,-4.308313753683598,-53.43753816583955,15.543976261637054,-1.890699662425483,-4.628888649555992,-3.9701550534236505,-1.3349812269416812,1.0566301899792727,1.7861715487590153,-1.0051111071858334,-1.398156354687275,-0.602749632737781,-2.0894589495677103,0.39268622789229296,1.0
-516.4193757066457,19.36292214948705,61.52615581534278,31.382110847333237,4.66418076662868,-7.58166434057517,2.34635960135719,-4.566634154073243,-10.610830682785618,0.7232235099760331,0.8786868080618963,-9.478062788959276,-1.4523076376115207,-57.07049091422858,11.38461405737143,7.031593225583009,0.9909508691459534,-3.474084970421305,-2.464386507627007,-1.0041223614628643,-1.6051169904929,-0.7857080546748493,-1.1320467754323333,-2.0740768107322523,-0.951523293040659,-0.4248714916088958,1.0
-372.04424178349285,20.03024697276322,-5.038571109885513,-4.317824522634069,-56.802048097780194,-9.911329525114924,-11.995426516727079,-2.644142146426225,21.69903494067015,1.893993057170118,-18.701419698463383,8.564143622268276,-5.199192881081803,-45.40400958613859,6.8257521480882035,-4.7550093373007405,-4.8681788854244745,-5.9356065726119,0.7431808931243846,-1.0336761527846827,-0.017918413003502973,-1.8186979538446988,-2.51358595488549,1.0219897572099832,0.20468514313836572,-0.7588821785677421,1.0
-567.1169990938082,-5.654255730911533,5.6976220743030455,33.334169667730265,-16.448778433403263,13.379544837910593,-10.336752048573862,-11.14795550369756,1.987887549964354,-2.766518052918219,-6.446829890562859,-4.749048378634366,-3.167383524355637,-61.17785036057043,7.275260585886974,0.3614085269619879,1.3470973739571475,-3.4318780507759525,-0.48148221482991743,-3.0518279176664707,-0.5503400442480791,-0.7137032528617119,-1.601020898310955,0.018562469776495328,-0.1721407900200136,-0.18494931613038065,1.0
-431.7291238611039,22.79384067270634,33.11770742600937,17.67719883085552,-37.12054298287983,-5.3427580896842946,-36.09386676229605,-11.458032157489228,13.59266046928781,-1.0920291935742954,-16.940096037783334,0.3535057476919957,-1.2694968442676193,-50.77851656345947,8.718836743094956,0.6762278892693282,-3.0372154069613706,-6.113197472318069,-1.019370406494133,-1.5029480651292955,1.8088718695175663,-1.4832430341547145,-1.853702933800134,2.035985155028228,1.4890765395119492,0.552722900743778,1.0
-377.35956967408083,17.338742907565535,-17.664431933720106,49.81238752960372,-7.185634003826289,11.238896251767924,-30.456724423402715,-25.222579363348945,2.488180533332553,-1.7921001931094345,-9.474734917765147,-7.666036015328801,-2.6835996002453615,-47.86821593137983,4.93219798674873,-3.0201718688279633,1.993526188276079,-5.707999277055822,-3.865624537966733,-3.9533742992136545,1.2707697563336409,0.8523955918130237,-1.5786293253727655,0.9238173712957214,0.5501647353921474,0.21688457687995183,1.0
-526.0520861148375,-12.523221728697331,17.813506558474284,20.57625790550165,-2.7257003810555487,-9.432355635428657,2.126905933201483,-3.5800917937141707,-3.441303526184717,5.1792362876866145,1.7628504252784267,-7.454664158431499,-0.9208542439324556,-58.607599855568026,6.58414104286261,1.3848609109500092,0.16826239271383395,-2.9474090894840463,-1.5751520456518862,-0.5211049322582748,-1.0422652353090036,-0.3358394844947834,-1.0274844519762962,-1.194979359156449,-0.14022876166665732,0.04477917148857254,1.0
-333.3878156902514,25.786082101172504,-45.09488429742534,-40.618592237537726,-44.36521646839849,3.92707127230727,-14.003998693848144,16.6514037364929,4.382121627977683,-5.304982246191269,-3.7185767351129275,4.182403081845719,2.3860660872951027,-43.49747265195179,4.518343187596385,-10.314580759805605,-5.847598023386483,-2.863478116613192,1.0096176191484223,-1.2463827906750116,0.6053665132066378,-1.5128753795416319,0.6962569315710608,1.5447245195129957,0.7145564120894146,1.253680198575628,1.0
-436.2558219435757,-7.4829565870947565,2.6006757112704695,47.49421328622386,15.047907411266385,16.398085557168365,-4.854394542452111,-17.566612948677996,-4.35366941868025,2.173674570054663,-3.1812639634026363,-8.738368759528822,-2.3675555731315305,-50.785069434689696,6.355503962170912,1.2590149664650518,4.474788264905398,-1.9594554329138116,-2.9005083839861228,-4.113382343149675,-1.4374008162011982,-0.4535263091908622,-2.0830284717986367,-1.623294722482725,-0.7197951193421683,-0.593257370160956,1.0
